film_id,imdb_id,title,duration_minutes,year_released,genres,popularity,average_rating,production_cost,box_office_revenue,actor1,actor2,actor3,director,writer,production_company
5708,tt0421082,Control,121.0,2007,/dr/,"8,00969",7.5,,8159508,Sam Riley,Samantha Morton,Alexandra Maria Lara,Anton Corbijn,Matt Greenhalgh,Becker International
6535,tt0796368,Talk to Me,118.0,2007,/dr/,"7,960831",7.1,,4778376,Don Cheadle,Chiwetel Ejiofor,Taraji P Henson,Kasi Lemmons,Michael Genet,The Mark Gordon Company
9503,tt0458455,Pope Joan,149.0,2009,/dr/,"7,289967",6.5,,27412220,John Goodman,Johanna Wokalek,David Wenham,Sönke Wortmann,Heinrich Hadding,Constantin Film
9918,tt0385726,Glory Road,118.0,2006,/dr/,"5,244654",7.2,,42647449,Josh Lucas,Derek Luke,Jon Voight,James Gartner,,Walt Disney Pictures
10190,tt0787523,Towelhead,111.0,2008,/dr/,"3,376907",6.5,,367638,Summer Bishil,Aaron Eckhart,Toni Collette,Alan Ball,Alan Ball,This Is That Productions
11652,tt0445990,Invincible,105.0,2006,/dr/,"9,794881",6.7,,57806952,Mark Wahlberg,Greg Kinnear,Elizabeth Banks,Ericson Core,Brad Gann,Walt Disney Pictures
13078,tt0796302,The Babysitters,88.0,2007,/dr/,"4,822464",5.1,,44852,John Leguizamo,Katherine Waterston,Cynthia Nixon,David Ross,David Ross,Forensic Films
13793,tt1037218,Flashbacks of a Fool,110.0,2008,/dr/,"3,936673",7.1,,1107542,Daniel Craig,Harry Eden,Miriam Karlin,Baillie Walsh,Baillie Walsh,Left Turn Films
14349,tt0888693,Sleepwalking,101.0,2008,/dr/,"11,823889",6.4,,204660,Nick Stahl,AnnaSophia Robb,Charlize Theron,William Maher,Zac Stanford,Infinity Features Entertainment
14634,tt0847897,The Stone Angel,116.0,2007,/dr/,"0,618434",5.6,,473993,Ellen Burstyn,Christine Horne,Cole Hauser,Kari Skogland,Kari Skogland,Téléfilm Canada
15006,tt0822849,Rails & Ties,101.0,2007,/dr/,"7,625656",5.5,,22136,Kevin Bacon,Marcia Gay Harden,Miles Heizer,Alison Eastwood,,
15457,tt0948535,Paris 36,120.0,2008,/dr/,"12,270513",6.2,,850575,Gérard Jugnot,Clovis Cornillac,Kad Merad,Christophe Barratier,,Galatée Films
17025,tt0810951,Look,98.0,2007,/dr/,"1,282833",5.9,,16136,Jamie McShane,Spencer Redford,Sebastian Feldman,Adam Rifkin,Adam Rifkin,Capture Film Internatrional
31007,tt1183923,Welcome to the Rileys,110.0,2010,/dr/,"6,182802",6.5,,42145,Kristen Stewart,James Gandolfini,Melissa Leo,Jake Scott,Ken Hixon,Destination Films
33997,tt1054580,Desert Flower,120.0,2009,/dr/,"4,290624",7.2,,14631377,Liya Kebede,Sally Hawkins,Craig Parkinson,Sherry Hormann,Smita Bhide,Desert Flower Filmproductions
43920,tt1422020,Dog Pound,91.0,2010,/dr/,"5,059285",7.5,,430041,Adam Butcher,Shane Kippel,Mateo Morales,Kim Chapiron,Kim Chapiron,Angoa-Agicoa
44944,tt1405500,For Colored Girls,134.0,2010,/dr/,"2,216959",7.0,,37000000,Kimberly Elise,Janet Jackson,Loretta Devine,Tyler Perry,Tyler Perry,Lions Gate Films
44998,tt1322264,The Dry Land,92.0,2010,/dr/,"0,118135",6.0,,12000,America Ferrera,Jason Ritter,Wilmer Valderrama,Ryan Piers Williams,,
45595,tt1366409,Miral,112.0,2010,/dr/,"4,435032",5.1,,852336,Freida Pinto,Hiam Abbass,Willem Dafoe,Julian Schnabel,Rula Jebreal,Eran Riklis Productions Ltd.
45791,tt0829098,When Did You Last See Your Father?,92.0,2007,/dr/,"1,040302",6.8,,92,Jim Broadbent,Colin Firth,Juliet Stevenson,Anand Tucker,David Nicholls,Intandem Films
54602,tt1312254,Skateland,98.0,2010,/dr/,"2,150786",5.8,,14944,Ashley Greene,Shiloh Fernandez,Brett Cullen,Anthony Burns,Anthony Burns,Skateland Productions
55893,tt1530975,Putty Hill,87.0,2010,/dr/,"0,514257",6.7,,48132,Sky Ferreira,Cody Ray,Dustin Ray,Matthew Porterfield,Matthew Porterfield,The Hamilton Film Group
59437,tt1533013,Beautiful Boy,100.0,2010,/dr/,"2,114833",6.1,,63931,Michael Sheen,Maria Bello,Alan Tudyk,Shawn Ku,Shawn Ku,First Point Entertainment
66025,tt1450328,Mooz-lum,95.0,2011,/dr/,"0,816803",4.5,,330048,Nia Long,Danny Glover,Evan Ross,Qasim Basir,,
74308,tt1683526,Detachment,97.0,2011,/dr/,"4,179477",7.3,,72689,Adrien Brody,Marcia Gay Harden,James Caan,Tony Kaye,Carl Lund,Appian Way
77878,tt1802197,The Lady,135.0,2011,/dr/,"11,155052",6.9,,3759582,Michelle Yeoh,David Thewlis,Jonathan Raggett,Luc Besson,Rebecca Frayn,Mars Distribution
78571,tt0455323,Being Flynn,102.0,2012,/dr/,"4,494016",5.8,,540152,Robert De Niro,Julianne Moore,Paul Dano,Paul Weitz,Paul Weitz,Depth of Field
82631,tt1870529,Won't Back Down,121.0,2012,/dr/,"2,401289",5.8,,5310554,Viola Davis,Maggie Gyllenhaal,Ving Rhames,Daniel Barnz,Daniel Barnz,Gran Via Productions
83860,tt1720182,October Baby,107.0,2011,/dr/,"1,604527",6.8,,5355847,Rachel Hendrix,Jason Burkey,Robert Amaya,Andrew Erwin,Jon Erwin,
84191,tt1827578,The End of Love,89.0,2013,/dr/,"1,346317",5.8,,8326,Mark Webber,Isaac Love,Shannyn Sossamon,Mark Webber,Mark Webber,
84317,tt1907731,Nobody Walks,83.0,2012,/dr/,"3,705199",5.0,,24995,Dylan McDermott,John Krasinski,Jane Levy,Ry Russo-Young,Ry Russo-Young,
94671,tt1781840,Jayne Mansfield's Car,122.0,2012,/dr/,"1,655794",5.9,,14836,Kevin Bacon,Tippi Hedren,Shawnee Smith,Billy Bob Thornton,Billy Bob Thornton,Media Talent Group
112336,tt0975645,Hitchcock,98.0,2012,/dr/,"10,841495",6.3,,23570541,Anthony Hopkins,Helen Mirren,Scarlett Johansson,Sacha Gervasi,John J McLaughlin,Fox Searchlight Pictures
121598,tt1714866,Midnight's Children,148.0,2012,/dr/,"8,00411",5.4,,884100,Satya Bhabha,Shahana Goswami,Shabana Azmi,Deepa Mehta,Salman Rushdie,Relativity Media
121872,tt2115295,Ginger & Rosa,89.0,2012,/dr/,"10,463908",6.4,,1005700,Elle Fanning,Alice Englert,Christina Hendricks,Sally Potter,Sally Potter,A24
154282,tt2364949,Touchy Feely,89.0,2013,/dr/,"2,976672",5.2,,35022,Ellen Page,Rosemarie DeWitt,Scoot McNairy,Lynn Shelton,Lynn Shelton,Lynn Shelton
156277,tt1462411,Big Sur,100.0,2013,/dr/,"2,76283",4.8,,33621,Kate Bosworth,Josh Lucas,Radha Mitchell,Michael Polish,Michael Polish,3311 Productions
157354,tt2334649,Fruitvale Station,85.0,2013,/dr/,"13,305596",7.3,,17385830,Michael B Jordan,Octavia Spencer,Melonie Diaz,Ryan Coogler,Ryan Coogler,orest Whitaker's Significant Production
157829,tt3729920,The Disappearance of Eleanor Rigby: Them,119.0,2014,/dr/,"6,266831",6.2,,985007,Jessica Chastain,James McAvoy,Bill Hader,Ned Benson,Ned Benson,Myriad Pictures
157851,tt2172584,Maps to the Stars,112.0,2014,/dr/,"9,431879",5.8,,1338365,Julianne Moore,Mia Wasikowska,John Cusack,David Cronenberg,Bruce Wagner,Integral Film
158907,tt1999987,Breathe In,98.0,2013,/dr/,"6,437916",6.1,,15000,Guy Pearce,Felicity Jones,Amy Ryan,Drake Doremus,Drake Doremus,Indian Paintbrush
164251,tt1247690,Serena,102.0,2014,/dr/,"7,381098",5.3,,176391,Jennifer Lawrence,Bradley Cooper,Rhys Ifans,Susanne Bier,Christopher Kyle,2929 Productions
169813,tt2370248,Short Term 12,96.0,2013,/dr/,"12,34835",7.9,,1600000,Brie Larson,John Gallagher Jr,Kaitlyn Dever,Destin Cretton,Destin Cretton,Traction Media
174341,tt2231138,Some Velvet Morning,82.0,2013,/dr/,"3,118419",6.1,,6420,Stanley Tucci,Alice Eve,,Neil LaBute,Neil LaBute,Untouchable Films
191820,tt2401715,The Devil's Violinist,122.0,2013,/dr/,"4,352904",5.8,,11294,David Garrett,Joely Richardson,Jared Harris,Bernard Rose,Bernard Rose,Dor Film Produktionsgesellschaft GmbH
203833,tt0816442,The Book Thief,131.0,2013,/dr/,"16,373622",7.4,,76586316,Geoffrey Rush,Sophie Nélisse,Emily Watson,Brian Percival,Michael Petroni,Studio Babelsberg
209276,tt2567712,Starred Up,106.0,2013,/dr/,"7,047117",7.1,,54915,Jack O'Connell,Ben Mendelsohn,Rupert Friend,David Mackenzie,Jonathan Asser,Sigma Films Ltd.
228203,tt2097298,McFarland USA,128.0,2015,/dr/,"6,894606",7.4,,45710059,Kevin Costner,Ramiro Rodriguez,Carlos Pratts,Niki Caro,Grant Thompson,Walt Disney Pictures
243352,tt3200980,Where Hope Grows,95.0,2014,/dr/,"2,969721",6.8,,1156000,Danica McKellar,William Zabka,Kerr Smith,Chris Dowling,Chris Dowling,Godspeed Pictures
244268,tt2639344,Love Is Strange,98.0,2014,/dr/,"6,15698",6.4,,2262223,John Lithgow,Alfred Molina,Marisa Tomei,Ira Sachs,Ira Sachs,Parts and Labor
244517,tt2920808,God's Pocket,88.0,2014,/dr/,"4,18526",5.7,,169976,Philip Seymour Hoffman,Richard Jenkins,Christina Hendricks,John Slattery,John Slattery,Cooper's Town Production
244772,tt1571249,The Skeleton Twins,90.0,2014,/dr/,"9,44394",6.7,,5284309,Kristen Wiig,Bill Hader,Luke Wilson,Craig Johnson,Mark Heyman,Duplass Brothers Productions
245855,tt2611390,Difret,96.0,2014,/dr/,"2,165608",5.4,,49667,Meron Getnet,Tizita Hagere,Haregewine Assefa,Zeresenay Mehari,Zeresenay Mehari,Haile Addis Pictures
245913,tt0995868,Pelé: Birth of a Legend,107.0,2016,/dr/,"6,979073",7.3,,27312,Kevin de Paula,Leonardo Lima Carvalho,Seu Jorge,Jeff Zimbalist,Jeff Zimbalist,Imagine Entertainment
246127,tt1707380,Every Thing Will Be Fine,118.0,2015,/dr/,"5,723103",5.3,,8034,James Franco,Rachel McAdams,Charlotte Gainsbourg,Wim Wenders,Bjørn Olaf Johannessen,Neue Road Movies
249688,tt3416744,The End of the Tour,106.0,2015,/dr/,"9,201378",7.3,,3002884,Jason Segel,Jesse Eisenberg,Anna Chlumsky,James Ponsoldt,Donald Margulies,A24
253254,tt3060492,Before I Disappear,100.0,2014,/dr/,"3,402261",6.5,,8251,Shawn Christensen,Fatima Ptacek,Emmy Rossum,Shawn Christensen,Shawn Christensen,Fuzzy Logic Pictures
254302,tt0462335,High-Rise,119.0,2015,/dr/,"18,947206",5.3,,346472,Tom Hiddleston,Sienna Miller,Jeremy Irons,Ben Wheatley,Amy Jump,Ingenious Media
259963,tt2624412,Boulevard,88.0,2014,/dr/,"5,7396",5.6,,126150,Robin Williams,Roberto Aguire,Bob Odenkirk,Dito Montiel,Douglas Soesbe,Camellia Entertainment
271714,tt0903657,Love & Mercy,120.0,2015,/dr/,"10,444048",7.3,,28641776,Paul Dano,John Cusack,Paul Giamatti,Bill Pohlad,Oren Moverman,River Road Entertainment
271736,tt3083008,The Program,103.0,2015,/dr/,"5,607543",6.1,,3286448,Ben Foster,Chris O'Dowd,Dustin Hoffman,Stephen Frears,John Hodge,StudioCanal
283591,tt3344694,The Secret Scripture,108.0,2016,/dr/,"13,177741",7.6,,152761,Rooney Mara,Theo James,Vanessa Redgrave,Jim Sheridan,Johnny Ferguson,Ferndale Films
283698,tt3344922,Hungry Hearts,109.0,2015,/dr/,"4,543452",6.6,,6921,Adam Driver,Alba Rohrwacher,Jake Weber,Saverio Costanzo,Saverio Costanzo,Rai Cinema
284294,tt3505712,Time Out of Mind,120.0,2014,/dr/,"4,248105",5.6,,166775,Richard Gere,Ben Vereen,Jena Malone,Oren Moverman,Jeffrey Caine,KSM Film
290542,tt1198156,You're Not You,104.0,2014,/dr/,"6,800456",7.3,,11486,Hilary Swank,Emmy Rossum,Josh Duhamel,George C Wolfe,Shana Feste,DiNovi Pictures
301334,tt2315582,Una,94.0,2016,/dr/,"8,312298",6.6,,23275,Rooney Mara,Ben Mendelsohn,Riz Ahmed,Benedict Andrews,David Harrower,Jean Doumanian Productions
309242,tt2349144,Mississippi Grind,108.0,2015,/dr/,"6,054981",5.9,,130541,Ryan Reynolds,Ben Mendelsohn,Sienna Miller,Ryan Fleck,Ryan Fleck,Electric City Entertainment
311291,tt3544082,45 Years,95.0,2015,/dr/,"6,645078",6.3,,4250507,Charlotte Rampling,Tom Courtenay,Dolly Wells,Andrew Haigh,David Constantine,British Film Institute (BFI)
334522,tt3026488,Alone in Berlin,103.0,2016,/dr/,"4,647236",6.4,,33125,Emma Thompson,Daniel Brühl,Brendan Gleeson,Vincent Pérez,Achim von Borries,X-Filme Creative Pool
337874,tt4437216,Goat,102.0,2016,/dr/,"2,523707",5.3,,23020,Ben Schnetzer,Nick Jonas,Austin Lyon,Andrew Neel,David Gordon Green,Killer Films
340485,tt3721936,American Honey,162.0,2016,/dr/,"7,78179",6.5,,1751330,Sasha Lane,Shia LaBeouf,Riley Keough,Andrea Arnold,Andrea Arnold,British Film Institute (BFI)
340487,tt4468634,Certain Women,107.0,2016,/dr/,"11,684425",6.3,,1130466,Laura Dern,Michelle Williams,Kristen Stewart,Kelly Reichardt,Maile Meloy,Film Science
342165,tt2394063,Too Late,108.0,2016,/dr/,"1,714795",7.5,,7000,John Hawkes,Vail Bloom,Joanna Cassidy,Dennis Hauck,Dennis Hauck,Foe Killer Films
347033,tt3958780,Equity,100.0,2016,/dr/,"2,656999",5.8,,1605463,Anna Gunn,James Purefoy,Sarah Megan Thomas,Meera Menon,Amy Fox,Broad Street Pictures
353326,tt0787524,The Man Who Knew Infinity,108.0,2016,/dr/,"8,445423",7.2,,11472454,Jeremy Irons,Dev Patel,Toby Jones,Matt Brown,Matt Brown,Animus Films
353728,tt3638396,Closet Monster,90.0,2016,/dr/,"4,743517",7.4,,33962,Connor Jessup,Aaron Abrams,Joanne Kelly,Stephen Dunn,Stephen Dunn,Rhombus Media
371449,tt4158876,Other People,97.0,2016,/dr/,"3,069108",6.7,,93000,Jesse Plemons,Molly Shannon,Bradley Whitford,Chris Kelly,Chris Kelly,Park Pictures
374473,tt5168192,I Daniel Blake,100.0,2016,/dr/,"18,577504",7.7,,260354,Dave Johns,Hayley Squires,Dylan McKiernan,Ken Loach,Paul Laverty,Why Not Productions
1123,tt0437232,Catch a Fire,101.0,2006,/ac//dr//th/,"3,451518",6.4,,4291965,Tim Robbins,Derek Luke,Bonnie Henna,Phillip Noyce,Shawn Slovo,Mirage Enterprises
1249,tt0427969,Hollywoodland,126.0,2006,/cr//dr//th/,"7,464981",6.1,,16803753,Adrien Brody,Diane Lane,Ben Affleck,Allen Coulter,Paul Bernbaum,Focus Features
1253,tt0443456,Breaking and Entering,129.0,2006,/dr//ro/,"4,217411",6.3,,8974829,Jude Law,Juliette Binoche,Vera Farmiga,Anthony Minghella,Anthony Minghella,Miramax Films
1257,tt0490084,Because I Said So,102.0,2007,/co/,"14,764607",5.8,,69485490,Diane Keaton,Mandy Moore,Gabriel Macht,Michael Lehmann,Karen Leigh Hopkins,Universal Pictures
1730,tt0460829,Inland Empire,180.0,2006,/dr//ho//my//th/,"6,610774",7.1,,849055,Laura Dern,Jeremy Irons,Justin Theroux,David Lynch,David Lynch,Asymmetrical Productions
1845,tt0841044,2 Days in Paris,96.0,2007,/co//ro/,"6,653254",6.3,,19776159,Julie Delpy,Adam Goldberg,Daniel Brühl,Julie Delpy,Julie Delpy,3L Filmproduktion GmbH
1950,tt0338216,Lucky You,124.0,2007,/dr//ro/,"5,731132",5.4,,5761917,Eric Bana,Drew Barrymore,Robert Duvall,Curtis Hanson,Eric Roth,Village Roadshow Pictures
1990,tt0842929,Paranoid Park,85.0,2007,/cr//dr//my/,"6,198003",6.3,,486021,Gabe Nevins,Taylor Momsen,Jake Miller,Gus Van Sant,Gus Van Sant,Centre National de la Cinématographie
2270,tt0486655,Stardust,127.0,2007,/ad//fm//fn//ro/,"14,784525",7.2,,135560026,Claire Danes,Charlie Cox,Michelle Pfeiffer,Matthew Vaughn,Matthew Vaughn,Paramount Pictures
2284,tt0457419,Mr. Magorium's Wonder Emporium,93.0,2007,/co/,"8,696467",6.0,,69474661,Dustin Hoffman,Natalie Portman,Jason Bateman,Zach Helm,Zach Helm,Mandate Pictures
2357,tt0499603,10 Items or Less,81.0,2006,/co//dr/,"3,898236",6.6,,580527,Paz Vega,Morgan Freeman,Bobby Cannavale,Brad Silberling,Brad Silberling,Revelations Entertainment
3603,tt0779982,Black Sheep,87.0,2006,/co//ho/,"7,434577",5.7,,4947717,Nathan Meister,Peter Feeney,Danielle Mason,Jonathan King,Jonathan King,New Zealand Film Commission
4169,tt0401997,Breach,110.0,2007,/cr//dr//hi//th/,"6,885359",6.5,,33231264,Chris Cooper,Ryan Phillippe,Laura Linney,Billy Ray,Billy Ray,Universal Pictures
4441,tt0424880,Candy,116.0,2006,/dr//ro/,"4,772204",7.0,,2077763,Abbie Cornish,Heath Ledger,Geoffrey Rush,Neil Armfield,Neil Armfield,Film Finance Group
4474,tt0465624,My Super Ex-Girlfriend,95.0,2006,/ac//co//cr//dr//fn//sc/,"12,819565",4.8,,60896147,Uma Thurman,Luke Wilson,Anna Faris,Ivan Reitman,Don Payne,Regency Enterprises
4520,tt0857265,Sleuth,86.0,2007,/dr//th/,"7,612498",6.4,,342835,Michael Caine,Jude Law,Harold Pinter,Kenneth Branagh,Harold Pinter,Sony Pictures Classics
4922,tt0421715,The Curious Case of Benjamin Button,166.0,2008,/dr//fn//my//ro//th/,"17,934821",7.3,,333932083,Cate Blanchett,Brad Pitt,Tilda Swinton,David Fincher,Eric Roth,Paramount Pictures
5718,tt0388182,King of California,93.0,2007,/co//dr/,"13,088825",6.5,,1027699,Michael Douglas,Evan Rachel Wood,Willis Burks II,Mike Cahill,Mike Cahill,Nu Image Films
5956,tt0808331,Joshua,105.0,2007,/dr//ho//th/,"6,941735",5.9,,719968,Sam Rockwell,Vera Farmiga,Jacob Kogan,George Ratliff,George Ratliff,ATO Pictures
6145,tt0488120,Fracture,113.0,2007,/th/,"10,113628",7.1,,91354215,Anthony Hopkins,Ryan Gosling,David Strathairn,Gregory Hoblit,Daniel Pyne,New Line Cinema
7457,tt0426883,Alpha Dog,122.0,2006,/cr//dr/,"7,655603",6.6,,15309302,Bruce Willis,Matthew Barry,Emile Hirsch,Nick Cassavetes,Nick Cassavetes,A-Mark Entertainment
8194,tt0473488,A Guide To Recognizing Your Saints,104.0,2006,/cr//dr/,"7,34846",6.8,,516139,Shia LaBeouf,Channing Tatum,Robert Downey Jr,Dito Montiel,Dito Montiel,Original Media
8390,tt0832266,Definitely Maybe,112.0,2008,/co//ro/,"12,553657",6.7,,55447968,Ryan Reynolds,Abigail Breslin,Elizabeth Banks,Adam Brooks,Adam Brooks,Universal Pictures
8617,tt0926129,Prom Night,88.0,2008,/cr//ho/,"7,18216",4.8,,14796236,Brittany Snow,Scott Porter,Jessica Stroup,Nelson McCormick,JS Cardone,Alliance Films
9513,tt0455499,Garfield: A Tail of Two Kitties,78.0,2006,/an//co//fm/,"7,217377",5.1,,141702264,Bill Murray,Jennifer Love Hewitt,Billy Connolly,Tim Hill,Joel Cohen,Twentieth Century Fox Film Corporation
9750,tt0424823,Balls of Fury,90.0,2007,/co//cr/,"5,325766",5.0,,41098065,Dan Fogler,Christopher Walken,George Lopez,Ben Garant,Thomas Lennon,Rogue Pictures
9900,tt0456554,Grandma's Boy,94.0,2006,/co/,"6,741159",6.6,,6538177,Linda Cardellini,Allen Covert,Peter Dante,Nicholaus Goossen,Allen Covert,Twentieth Century Fox Film Corporation
9917,tt0456020,Waist Deep,97.0,2006,/ac//ad//dr//th/,"4,212434",6.6,,21353303,Tyrese Gibson,Meagan Good,Larenz Tate,Vondie Curtis-Hall,,RSVP Productions
9969,tt0790604,Deck the Halls,93.0,2006,/co//fm/,"5,162761",5.1,,47231070,Danny DeVito,Matthew Broderick,Kristin Davis,John Whitesell,,Regency Enterprises
10032,tt0480271,Van Wilder 2: The Rise of Taj,97.0,2006,/co/,"5,985236",5.1,,6086508,Kal Penn,Daniel Percival,Lauren Cohan,Mort Nathan,,Metro-Goldwyn-Mayer (MGM)
10063,tt0455362,The Breed,90.0,2006,/co//ho//th/,"4,148276",5.0,,1675484,Michelle Rodriguez,Taryn Manning,Eric Lively,Nicholas Mastandrea,,ApolloProMovie
10074,tt0787475,Hot Rod,88.0,2007,/ac//co/,"6,117846",6.3,,14334401,Andy Samberg,Isla Fisher,Bill Hader,Akiva Schaffer,,Paramount Pictures
10078,tt0841027,Magicians,90.0,2007,/co/,"6,478953",6.2,,1752038,David Mitchell,Robert Webb,Paul Mark Elliott,Andrew O'Connor,,
10118,tt0433412,Material Girls,97.0,2006,/co/,"4,581577",4.8,,11449638,Hilary Duff,Haylie Duff,María Conchita Alonso,Martha Coolidge,,Patriot Pictures
10360,tt0986233,Hunger,96.0,2008,/dr//hi/,"14,322814",7.2,,2724474,Michael Fassbender,Stuart Graham,Helena Bereen,Steve McQueen,Steve McQueen,Blast! Films
10503,tt1045670,Happy-Go-Lucky,118.0,2008,/co//dr/,"11,361898",6.4,,18130888,Sally Hawkins,Alexis Zegerman,Eddie Marsan,Mike Leigh,Mike Leigh,Thin Man Films
10961,tt0437857,Behind the Mask: The Rise of Leslie Vernon,92.0,2006,/co//ho//th/,"5,241144",6.6,,69136,Nathan Baesel,Angela Goethals,Robert Englund,Scott Glosserman,Scott Glosserman,
11199,tt0486946,Wild Hogs,100.0,2007,/ac//ad//co/,"11,356011",5.7,,253625427,Tim Allen,John Travolta,Martin Lawrence,Walt Becker,Brad Copeland,Wild Hogs Productions
11705,tt0471030,Red Road,105.0,2006,/dr//th/,"11,054764",6.3,,1128345,Kate Dickie,Tony Curran,Martin Compston,Andrea Arnold,Anders Thomas Jensen,
12178,tt0970468,Miss Pettigrew Lives for a Day,92.0,2008,/co//dr//ro/,"5,056926",6.8,,16051363,Frances McDormand,Amy Adams,Lee Pace,Bharat Nalluri,David Magee,Kudos Productions Ltd.
12225,tt0460740,Cashback,102.0,2006,/co//dr//ro/,"10,158533",6.8,,2294291,Sean Biggerstaff,Emilia Fox,Shaun Evans,Sean Ellis,Sean Ellis,Left Turn Films
12473,tt0857191,The Visitor,104.0,2007,/cr//dr//mu/,"9,04083",6.9,,9234510,Richard Jenkins,Haaz Sleiman,Danai Gurira,Tom McCarthy,Tom McCarthy,Overture Films
12556,tt0821640,Ghosts of Girlfriends Past,100.0,2009,/co//fn//ro/,"8,401493",5.6,,102223269,Matthew McConaughey,Jennifer Garner,Michael Douglas,Mark Waters,Jon Lucas,New Line Cinema
12912,tt0460745,Chaos Theory,87.0,2008,/co//dr//ro/,"7,303984",6.2,,240476,Ryan Reynolds,Emily Mortimer,Stuart Townsend,Marcos Siega,Daniel Taplitz,Castle Rock Entertainment
13107,tt1029120,Henry Poole Is Here,99.0,2008,/co//dr/,"5,923904",5.8,,1829917,Luke Wilson,George Lopez,Radha Mitchell,Mark Pellington,,Lakeshore Entertainment
13140,tt0822389,Kenny,99.0,2006,/co/,"1,489294",6.1,,7778177,Shane Jacobson,Eve von Bibra,Ronald Jacobson,Clayton Jacobson,Shane Jacobson,Thunderbox Films
13162,tt0454084,Blind Dating,99.0,2006,/co/,"3,691443",6.0,,834457,Chris Pine,Anjali Jay,Stephen Tobolowsky,James Keach,Christopher Theo,Catfish Productions
13168,tt0780608,Smiley Face,88.0,2007,/co/,"3,799281",6.3,,8768,Anna Faris,Adam Brody,John Krasinski,Gregg Araki,Dylan Haggerty,Desperate Pictures
13171,tt0458364,The Ex,90.0,2006,/co//ro/,"5,976385",5.0,,3091922,Zach Braff,Amanda Peet,Jason Bateman,Jesse Peretz,David Guion,The Weinstein Company
13220,tt1031280,Splinter,82.0,2008,/ho//th/,"7,498032",6.0,,124191,Charles Baker,Jill Wagner,Paulo Costanzo,Toby Wilkins,Kai Barry,Indion Entertainment Group
13260,tt0839980,Semi-Pro,91.0,2008,/co/,"6,733237",5.4,,33472850,Will Ferrell,Maura Tierney,Woody Harrelson,Kent Alterman,Scot Armstrong,New Line Cinema
13300,tt0411475,Hell Ride,84.0,2008,/ac//th/,"5,208993",5.5,,194287,Larry Bishop,Michael Madsen,Eric Balfour,Larry Bishop,Larry Bishop,Dimension Films
13364,tt0814075,Deliver Us from Evil,101.0,2006,/cr//do/,"2,583226",7.5,,201275,Oliver O'Grady,Thomas P Doyle,Pope Benedict XVI,Amy Berg,Amy Berg,Disarming Films
13401,tt0809504,The Accidental Husband,90.0,2008,/co//ro/,"8,761268",5.2,,22707064,Colin Firth,Uma Thurman,Jeffrey Dean Morgan,Griffin Dunne,,Team Todd
13477,tt1185416,When in Rome,91.0,2010,/co//fn//ro/,"10,118113",5.7,,36699403,Josh Duhamel,Kristen Bell,Anjelica Huston,Mark Steven Johnson,David Diamond,Krasnoff Foster Productions
13493,tt0997047,College Road Trip,83.0,2008,/co//fm/,"6,640014",5.0,,68397662,Martin Lawrence,Kym Whitley,Raven-Symoné,Roger Kumble,Ken Daurio,Walt Disney Pictures
13510,tt1020530,Eden Lake,91.0,2008,/ho//th/,"12,515435",6.7,,3983997,Kelly Reilly,Michael Fassbender,Tara Ellis,James Watkins,James Watkins,Aramid Entertainment Fund
13532,tt0489049,Fanboys,90.0,2009,/ad//co/,"5,785775",6.1,,948753,Sam Huntington,Chris Marquette,Dan Fogler,Kyle Newman,Adam F Goldberg,The Weinstein Company
13649,tt0810900,High School Musical 2,104.0,2007,/co//dr//fm//mu/,"6,529094",6.1,,7000000,Zac Efron,Vanessa Hudgens,Ashley Tisdale,Kenny Ortega,,Disney Channel
13842,tt0477392,Broken Bridges,105.0,2006,/dr//mu/,"1,120498",4.3,,251775,Brian F Durkin,Jason Leith,Richard Tillman,Steven Goldmann,Cherie Bennett,Paramount Pictures
14048,tt1155592,Man on Wire,94.0,2008,/cr//do//hi//th/,"8,359021",7.5,,2957978,Philippe Petit,Jean François Heckel,Jean-Louis Blondeau,James Marsh,Philippe Petit,UK Film Council
14054,tt0453548,Snow Angels,106.0,2008,/dr//ro/,"5,080935",6.3,,414404,Kate Beckinsale,Sam Rockwell,Michael Angarano,David Gordon Green,David Gordon Green,Crossroads Films
14220,tt0489282,Strange Wilderness,87.0,2008,/co/,"5,024661",4.7,,6575282,Steve Zahn,Allen Covert,Jonah Hill,Fred Wolf,Fred Wolf,Paramount Pictures
14254,tt0815245,The Uninvited,87.0,2009,/dr//ho//th/,"10,330423",6.3,,41624046,Emily Browning,Arielle Kebbel,David Strathairn,Charles Guard,,DreamWorks SKG
14313,tt0800027,Feast of Love,101.0,2007,/co//dr//ro/,"5,993691",5.9,,5741608,Morgan Freeman,Greg Kinnear,Radha Mitchell,Robert Benton,Allison Burnett,Lakeshore Entertainment
14326,tt0956038,Nights in Rodanthe,97.0,2008,/dr//ro/,"5,95117",5.9,,84375061,Diane Lane,Richard Gere,Christopher Meloni,George C Wolfe,Ann Peacock,Village Roadshow Pictures
14353,tt0963194,Repo! The Genetic Opera,98.0,2008,/co//ho//mu//sc/,"5,25696",6.7,,188126,Alexa PenaVega,Paul Sorvino,Anthony Stewart Head,Darren Lynn Bousman,,Lions Gate Films
14410,tt0472198,Notorious,122.0,2009,/dr//mu/,"5,336296",6.6,,43051547,Jamal Woolard,Derek Luke,Naturi Naughton,"George Tillman, Jr",Reggie Rock Bythewood,Fox Searchlight Pictures
